symbol,news
NOK,[]
BDX,[]
UNFI,[]
ABUS,[]
AON,[]
PBR,[]
MRAM,"[{'title': 'Reframing The Story For Everspin Technologies (MRAM) As Analysts Trim The Price Target', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/markets/stocks/articles/reframing-story-everspin-technologies-mram-160451432.html', 'summary': 'Everspin Technologies is back in focus after analysts revised their price target to $14 from $15, while keeping the fair value estimate steady at $12.50. This adjustment lines up with recent commentary that the core view on the business is intact, with the target tweak reflecting refreshed assumptions rather than a change in conviction. As you read on, you will see how this updated target fits into the evolving analyst narrative and how it could inform the way you track the stock. Stay...', 'pub_date': '2026-04-20T16:04:51Z', 'formatted_date': '04-20-2026'}]"
XLE,[]
GOOGL,[]
RMBS,[]
G,[]
SGRY,[]
AMAT,[]
VNT,[]
PCG,[]
FDS,[]
PAY,"[{'title': 'Euronet Worldwide (EEFT) Beats Q1 Earnings and Revenue Estimates', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/euronet-worldwide-eeft-beats-q1-132004739.html', 'summary': 'Euronet Worldwide (EEFT) delivered earnings and revenue surprises of +11.01% and +5.12%, respectively, for the quarter ended March 2026. Do the numbers hold clues to what lies ahead for the stock?', 'pub_date': '2026-04-29T13:20:04Z', 'formatted_date': '04-29-2026'}]"
EIX,[]
NE,[]
SIG,[]
VIAV,[]
TWLO,[]
GENB,[]
TECH,[]
BHC,[]
DOW,[]
ALDX,"[{'title': '3 Stocks Estimated To Be Trading Below Intrinsic Value By Up To 35.4%', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/markets/stocks/articles/3-stocks-estimated-trading-below-173807377.html', 'summary': 'The United States market has remained flat over the last week but has seen a significant rise of 29% over the past 12 months, with earnings forecasted to grow by 16% annually. In this context, identifying stocks that are trading below their intrinsic value can present compelling opportunities for investors seeking to capitalize on potential growth while navigating current market conditions.', 'pub_date': '2026-04-29T17:38:07Z', 'formatted_date': '04-29-2026'}]"
ARWR,[]
WT,[]
ARVN,[]
TMDX,[]
LTBR,[]
PANW,[]
MTSI,[]
ARDX,[]
WAB,[]
PAYP,"[{'title': 'IPO Stock Of The Week: Japan-Based PayPay Nears First Buy Point As Public Company', 'publisher': ""Investor's Business Daily"", 'link': 'https://www.investors.com/stock-lists/ipo-analysis/paypay-stock-payp-markets-buy-point/?src=A00220&yptr=yahoo', 'summary': 'IPO Stock Of The Week: Japan-based PayPay is approaching its first buy point as a public company. PayPay stock debuted on March 12.', 'pub_date': '2026-04-17T19:50:16Z', 'formatted_date': '04-17-2026'}]"
EQ,[]
LBTYA,[]
TXN,[]
LNG,[]
BHP,[]
CAR,[]
PEB,[]
FTV,[]
FFIV,[]
LTM,"[{'title': 'How The LTM (NSEI:LTM) Story Is Shifting With New Analyst Targets And Fair Value Estimates', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/markets/stocks/articles/ltm-nsei-ltm-story-shifting-230615928.html', 'summary': 'LTM’s analyst fair value has been revised slightly lower to ₹5,302.63 from ₹5,435.49, alongside a separate price target move for Latam Airlines from US$58 to US$53 at one firm. These shifts mirror the mixed tone in recent research, where some upgrades signal confidence in Latam’s execution while others highlight risks around oil prices and margin pressure. As you read on, you will see how these differing views shape the evolving narrative around LTM and what that means for tracking the...', 'pub_date': '2026-04-23T23:06:15Z', 'formatted_date': '04-23-2026'}]"
DTE,[]
DDD,[]
BWX,[]
NVAX,[]
IHI,[]
LH,[]
TEVA,[]
TALO,[]
ETSY,[]
IPGP,"[{'title': 'Penguin Solutions and IPG Photonics Stocks Trade Down, What You Need To Know', 'publisher': 'StockStory', 'link': 'https://finance.yahoo.com/markets/stocks/articles/penguin-solutions-ipg-photonics-stocks-084455789.html', 'summary': 'A number of stocks fell in the afternoon session after a broad selloff swept through the semiconductor industry, sparked by concerns over the future of artificial intelligence spending and rising geopolitical risks.', 'pub_date': '2026-04-29T08:44:55Z', 'formatted_date': '04-29-2026'}]"
FBRT,[]
AKBA,[]
NVST,[]
LDOS,[]
CTRA,[]
CWST,[]
GDX,[]
ATOM,[]
HLT,[]
HTHIY,"[{'title': 'Hitachi (TSE:6501) Valuation Check After Strong 1 Year Return And Current P/E Premium', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/markets/stocks/articles/hitachi-tse-6501-valuation-check-020858196.html', 'summary': 'Recent performance snapshot and context Hitachi (TSE:6501) has drawn fresh attention after recent share price moves, with the stock showing a 0.5% return over the past day and a low double digit gain over the past month. Over the past 3 months, Hitachi has delivered a mid single digit return, while its 1 year total return stands above 40%. These moves are prompting closer scrutiny of its earnings profile and current valuation metrics. See our latest analysis for Hitachi. At a share price of...', 'pub_date': '2026-04-27T02:08:58Z', 'formatted_date': '04-27-2026'}]"
ALGM,[]
HOMB,[]
ELAN,[]
MAN,[]
FDVV,[]
GBR,[]
AMC,[]
NVCR,[]
NFG,[]
PAGS,"[{'title': ""Here's Why PagSeguro Digital Ltd. (PAGS) Fell More Than Broader Market"", 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/heres-why-pagseguro-digital-ltd-221503750.html', 'summary': ""PagSeguro Digital Ltd. (PAGS) concluded the recent trading session at $10.11, signifying a -1.37% move from its prior day's close."", 'pub_date': '2026-04-28T22:15:03Z', 'formatted_date': '04-28-2026'}]"
UCON,[]
YPF,[]
POR,[]
XPO,[]
BCO,[]
CIG,[]
SE,[]
ONB,[]
COR,[]
AAPL,"[{'title': ""Apple to report Q2 earnings, first since announcing Ternus as Cook's replacement"", 'publisher': 'Yahoo Finance', 'link': 'https://finance.yahoo.com/news/apple-to-report-q2-earnings-first-since-announcing-ternus-as-cooks-replacement-174442811.html', 'summary': 'Apple to report Q2 earnings after the bell on Thursday.', 'pub_date': '2026-04-29T17:44:42Z', 'formatted_date': '04-29-2026'}]"
GTX,[]
DOC,[]
FR,[]
A,[]
OPK,[]
BOBS,[]
CSIQ,[]
MANE,[]
SITE,[]
ICLN,"[{'title': 'Renewable Energy Is Booming Again', 'publisher': 'Barrons.com', 'link': 'https://www.barrons.com/articles/renewable-solar-energy-iran-war-bb3f0249?siteid=yhoof2&yptr=yahoo', 'summary': 'Solar-energy equipment sales are soaring, signaling a shift to renewables. A move away from oil is affecting the whole spectrum of energy sources.', 'pub_date': '2026-04-24T13:05:00Z', 'formatted_date': '04-24-2026'}]"
UBS,[]
SEM,[]
CRM,[]
VIST,[]
WBS,[]
MMED,[]
VTR,[]
FEZ,[]
LULU,[]
TLH,"[{'title': 'ETF Strategies to Follow as Powell Hints at September Rate Cuts', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/news/etf-strategies-powell-hints-september-102400761.html', 'summary': 'Fed Chair Powell signaled a September rate cut, triggering rallies in stocks, bonds and cryptos. ETFs like GOVT, SDIV, SPYG, IBIT, VNQ and XLU are set to gain.', 'pub_date': '2025-08-25T10:24:00Z', 'formatted_date': '08-25-2025'}]"
SWKS,[]
FSLY,[]
DJT,[]
CUZ,[]
JCI,[]
EXPD,[]
ANGX,[]
WIX,[]
SCI,[]
GMED,"[{'title': 'GEHC Q1 Earnings Miss Estimates, Revenues Beat, Net Margin Declines', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/sectors/healthcare/articles/gehc-q1-earnings-miss-estimates-162300354.html', 'summary': 'GE HealthCare misses Q1 EPS but tops revenue estimates as Imaging, AVS and PDx growth offset PCS weakness; shares slide due to margin pressure.', 'pub_date': '2026-04-29T16:23:00Z', 'formatted_date': '04-29-2026'}]"
FND,[]
LTRX,[]
AVAV,[]
CWK,[]
LXU,[]
MRK,[]
CFFN,[]
BFLY,[]
LLY,[]
EC,"[{'title': 'Ecopetrol (EC) Ascends While Market Falls: Some Facts to Note', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/ecopetrol-ec-ascends-while-market-215002449.html', 'summary': ""Ecopetrol (EC) concluded the recent trading session at $13.97, signifying a +1.82% move from its prior day's close."", 'pub_date': '2026-04-28T21:50:02Z', 'formatted_date': '04-28-2026'}]"
M,[]
IART,[]
NEOG,[]
PEGA,[]
GRFS,[]
CAH,[]
CHDN,[]
URBN,[]
ALGN,[]
MAA,"[{'title': ""AvalonBay's Q1 FFO Tops Estimates, Occupancy Stays High"", 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/avalonbays-q1-ffo-tops-estimates-151400562.html', 'summary': ""AvalonBay Communities' Q1 core FFO beats estimates as occupancy stays at 96.1%, but higher interest costs weigh amid active sales and development."", 'pub_date': '2026-04-28T15:14:00Z', 'formatted_date': '04-28-2026'}]"
CRNC,[]
TAN,[]
BB,[]
OWL,[]
EWW,[]
POET,[]
HAL,[]
AAL,[]
WDC,[]
NVS,"[{'title': 'Novartis Expands R&D Spending Up To $70 Million Monthly After Avidity Deal', 'publisher': 'GuruFocus.com', 'link': 'https://finance.yahoo.com/sectors/healthcare/articles/novartis-expands-r-d-spending-170903808.html', 'summary': 'Late-stage pipeline investment rises as acquisition adds three genetic disorder therapies and trims margins by up to 2%.', 'pub_date': '2026-04-29T17:09:03Z', 'formatted_date': '04-29-2026'}]"
TTE,[]
TDOC,[]
AQST,[]
ATI,[]
MTCH,[]
XNCR,[]
XLY,[]
ELF,[]
DNLI,[]
PRGS,"[{'title': 'Progress Software (PRGS) Valuation Check After Steep Three Month Share Price Pullback', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/markets/stocks/articles/progress-software-prgs-valuation-check-060349637.html', 'summary': 'Progress Software stock performance sets the stage Progress Software (PRGS) has drawn attention after a series of weak returns, with the stock down about 10% over the past week, 5% over the past month, and 35% over the past 3 months. See our latest analysis for Progress Software. At a share price of US$27.46, the 1 year total shareholder return of 53.51% and 3 year total shareholder return of 49.08% suggest fading momentum following a much steeper recent share price pullback. If you are...', 'pub_date': '2026-04-24T06:03:49Z', 'formatted_date': '04-24-2026'}]"
ZTS,[]
MXL,[]
ALGT,[]
KTOS,[]
HLX,[]
ADCT,[]
CWEN,[]
VEA,[]
GKOS,[]
OPLN,"[{'title': 'OPENLANE (OPLN) Reports Next Week: Wall Street Expects Earnings Growth', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/openlane-opln-reports-next-week-140030251.html', 'summary': ""OPENLANE (OPLN) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations."", 'pub_date': '2026-04-28T14:00:30Z', 'formatted_date': '04-28-2026'}]"
RGEN,[]
SIGI,[]
SFM,[]
SNX,[]
IYW,[]
AMKR,[]
WEC,[]
ORCL,[]
ILMN,[]
OMER,"[{'title': 'Zacks Industry Outlook Highlights Phibro Animal Health, BioLife Solutions, Omeros and Brainsway', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/sectors/healthcare/articles/zacks-industry-outlook-highlights-phibro-144200911.html', 'summary': 'Medical Products stocks face tariff and cost pressures, but Phibro Animal Health and peers leverage innovation, AI and demand trends to drive growth.', 'pub_date': '2026-04-28T14:42:00Z', 'formatted_date': '04-28-2026'}]"
JAN,[]
NVG,[]
IYH,[]
LMT,[]
URTH,[]
CMS,[]
AVT,[]
COHU,[]
UCB,[]
EGY,"[{'title': 'Sector Update: Energy Stocks Advance Late Afternoon', 'publisher': 'MT Newswires', 'link': 'https://finance.yahoo.com/sectors/energy/articles/sector-energy-stocks-advance-afternoon-200731901.html', 'summary': 'Energy stocks were higher late Tuesday afternoon, with the NYSE Energy Sector Index rising 1.1% and', 'pub_date': '2026-04-21T20:07:31Z', 'formatted_date': '04-21-2026'}]"
NIO,[]
ABNB,[]
HDV,[]
ERIC,[]
MT,[]
PODD,[]
CHH,[]
BFH,[]
ADBE,[]
FIVN,"[{'title': 'Exploring Three High Growth Tech Stocks In The US Market', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/sectors/technology/articles/exploring-three-high-growth-tech-113825996.html', 'summary': 'In the last week, the United States market has stayed flat, but over the past 12 months, it has risen by 29%, with earnings expected to grow by 16% per annum in the coming years. In this context of robust growth expectations, identifying high growth tech stocks that align with these trends can be crucial for investors seeking opportunities in a dynamic sector.', 'pub_date': '2026-04-29T11:38:25Z', 'formatted_date': '04-29-2026'}]"
GDOT,[]
CBRE,[]
RSG,[]
GNRC,[]
LUMN,[]
TTMI,[]
DOV,[]
LW,[]
CPIX,[]
IWN,"[{'title': '3 Small-Cap Value ETFs Poised to Outperform in 2026 as Fed Rate Cuts Accelerate Returns', 'publisher': '24/7 Wall St.', 'link': 'https://247wallst.com/investing/2026/04/24/3-small-cap-value-etfs-poised-to-outperform-in-2026-as-fed-rate-cuts-accelerate-returns/', 'summary': 'Small-cap value spent years playing second fiddle to large-cap growth, especially as everyone piled into just a few tech giants. But the vibe heading into the middle of 2026 is shifting. The Federal Reserve has been active, cutting rates down to the 3.50% to 3.75% range over the last year. Even with the 10-year Treasury ... 3 Small-Cap Value ETFs Poised to Outperform in 2026 as Fed Rate Cuts Accelerate Returns', 'pub_date': '2026-04-24T18:08:34Z', 'formatted_date': '04-24-2026'}]"
PEN,[]
TDAY,[]
RY,[]
CMI,[]
PUMP,[]
KBH,[]
VICI,[]
PAYC,[]
ABBV,[]
GPK,"[{'title': ""Amcor (AMCR) Earnings Expected to Grow: What to Know Ahead of Next Week's Release"", 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/amcor-amcr-earnings-expected-grow-140026995.html', 'summary': ""Amcor (AMCR) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations."", 'pub_date': '2026-04-29T14:00:26Z', 'formatted_date': '04-29-2026'}]"
OVID,[]
BBWI,[]
IMMP,[]
MRCY,[]
CGBD,[]
TDC,[]
TW,[]
CHD,[]
NI,[]
KOD,"[{'title': 'Kodiak Sciences Inc (KOD): What’s the Chance of Success for Zenkuda?', 'publisher': 'Insider Monkey', 'link': 'https://finance.yahoo.com/sectors/healthcare/articles/kodiak-sciences-inc-kod-chance-094736443.html', 'summary': 'Kodiak Sciences Inc (NASDAQ:KOD) is among the best 52-week high US stocks to buy. On March 27, H.C. Wainwright boosted its price target on Kodiak Sciences Inc (NASDAQ:KOD) to $58 from $38 and reiterated a Buy rating on the shares. The firm raised its price target after positive Phase 3 GLOW2 trial results for tarcocimab […]', 'pub_date': '2026-04-23T09:47:36Z', 'formatted_date': '04-23-2026'}]"
BG,[]
COP,[]
JKS,[]
PCTY,[]
CPRI,[]
PDI,[]
MPC,[]
ACHC,[]
AXS,[]
TXT,"[{'title': 'Are Aerospace Stocks Lagging  FTAI Aviation Ltd. (FTAI) This Year?', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/aerospace-stocks-lagging-ftai-aviation-134003945.html', 'summary': 'Here is how FTAI Aviation (FTAI) and Textron (TXT) have performed compared to their sector so far this year.', 'pub_date': '2026-04-29T13:40:03Z', 'formatted_date': '04-29-2026'}]"
WTTR,[]
STE,[]
WAT,[]
ITGR,[]
UHS,[]
STM,[]
AMN,[]
ADSK,[]
PRKS,[]
WTW,"[{'title': ""Wall Street's Insights Into Key Metrics Ahead of Willis Towers Watson (WTW) Q1 Earnings"", 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/markets/stocks/articles/wall-streets-insights-key-metrics-131511346.html', 'summary': ""Looking beyond Wall Street's top-and-bottom-line estimate forecasts for Willis Towers Watson (WTW), delve into some of its key metrics to gain a deeper insight into the company's potential performance for the quarter ended March 2026."", 'pub_date': '2026-04-29T13:15:11Z', 'formatted_date': '04-29-2026'}]"
LKNCY,[]
WTI,[]
FOXA,[]
UPBD,[]
GME,[]
PGNY,[]
BEP,[]
PSX,[]
DIS,[]
BE,"[{'title': 'Visa, Seagate Technology, Bloom Energy: Earnings Roundup', 'publisher': 'Yahoo Finance Video', 'link': 'https://finance.yahoo.com/video/visa-seagate-technology-bloom-energy-earnings-roundup-145516649.html', 'summary': ""Market Catalysts Host Julie Hyman takes a closer look at how shares of Seagate Technology (STX), Bloom Energy (BE), and Visa (V) are reacting to the companies' respective earnings results."", 'pub_date': '2026-04-29T14:55:16Z', 'formatted_date': '04-29-2026'}]"
FFBC,[]
DB,[]
CRUS,[]
AES,[]
CXW,[]
ADP,[]
LMND,[]
AGIO,[]
TYL,[]
IVV,"[{'title': 'Exchange-Traded Funds Lower as US Equities Fall After Midday', 'publisher': 'MT Newswires', 'link': 'https://finance.yahoo.com/markets/stocks/articles/exchange-traded-funds-lower-us-171943656.html', 'summary': 'Broad Market Indicators Broad-market exchange-traded fund IWM and IVV declined. Actively trade', 'pub_date': '2026-04-29T17:19:43Z', 'formatted_date': '04-29-2026'}]"
BLDR,[]
EVER,[]
WPC,[]
KKR,[]
NOV,[]
APG,[]
HWM,[]
ODFL,[]
SRE,[]
FUL,"[{'title': 'Is It Smart To Buy H.B. Fuller Company (NYSE:FUL) Before It Goes Ex-Dividend?', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/markets/stocks/articles/smart-buy-h-b-fuller-130348609.html', 'summary': 'It looks like H.B. Fuller Company ( NYSE:FUL ) is about to go ex-dividend in the next 4 days. Typically, the...', 'pub_date': '2026-04-25T13:03:48Z', 'formatted_date': '04-25-2026'}]"
EMR,[]
EAT,[]
HOLX,[]
GLOB,[]
IVR,[]
BTE,[]
ATMU,[]
KNX,[]
CTSH,[]
STIP,"[{'title': 'THRO Attracts $3.2B in Assets as Dow Slides 817 Points', 'publisher': 'etf.com', 'link': 'http://www.etf.com/sections/daily-etf-flows/thro-attracts-32b-assets-dow-slides-817-points?utm_source=yahoo-finance&utm_medium=rss&utm_campaign=yahoo-finance-rss', 'summary': ""- THRO led massive ETF inflows amid Wednesday's market selloff. - Treasury bond ETFs gained as yields spiked to October 2023 highs."", 'pub_date': '2025-05-22T22:45:00Z', 'formatted_date': '05-22-2025'}]"
CLF,[]
OXY,[]
NHP,[]
SEDG,[]
PLUG,[]
DECK,[]
PTEN,[]
CSGP,[]
OHI,[]
INDV,"[{'title': 'NTLA Falls 4% Despite Strong Phase III HAE Data, Initiates Rolling BLA', 'publisher': 'Zacks', 'link': 'https://finance.yahoo.com/sectors/healthcare/articles/ntla-falls-4-despite-strong-170200674.html', 'summary': 'Intellia shares drop 4% despite phase III data meeting all endpoints. The company begins a rolling FDA filing.', 'pub_date': '2026-04-28T17:02:00Z', 'formatted_date': '04-28-2026'}]"
SGI,[]
SVC,[]
ZNOG,[]
ARAY,[]
IONS,[]
RMIX,[]
PWP,[]
TSM,[]
BRO,[]
HIMX,"[{'title': 'Asian Equities Traded in the US as American Depositary Receipts Slightly Lower in Monday Trading', 'publisher': 'MT Newswires', 'link': 'https://finance.yahoo.com/markets/world-indices/articles/asian-equities-traded-us-american-144714969.html', 'summary': 'Asian equities traded in the US as American depositary receipts were tracking modestly lower Monday', 'pub_date': '2026-04-27T14:47:14Z', 'formatted_date': '04-27-2026'}]"
SMCI,[]
CP,[]
WVE,[]
VSAT,[]
OMCL,[]
CROX,[]
KIM,[]
BMO,[]
PB,[]
GVA,"[{'title': 'Granite scoops up Utah infrastructure contractor', 'publisher': 'Construction Dive', 'link': 'https://www.constructiondive.com/news/granite-buys-Kenny-Seng-utah-infrastructure-contractor/818777/', 'summary': 'The California-based firm bought Kenny Seng Construction, which focuses on earthwork and site preparation as well as managing a gravel pit and recycling yard.', 'pub_date': '2026-04-29T10:18:00Z', 'formatted_date': '04-29-2026'}]"
RHI,[]
CIBR,[]
MLCO,[]
FOSL,[]
BW,[]
OCFC,[]
CMG,[]
VSH,[]
VOO,[]
VGNT,"[{'title': 'Visteon Stock Sees RS Rating Rise To 82', 'publisher': ""Investor's Business Daily"", 'link': 'https://www.investors.com/news/visteon-sees-rs-rating-rise-to-82/?src=A00220&yptr=yahoo', 'summary': 'Visteon shows improving price performance, earning an upgrade to its IBD Relative Strength Rating from 76 to 82.', 'pub_date': '2026-04-27T07:00:00Z', 'formatted_date': '04-27-2026'}]"
AERO,[]
VUG,[]
MNST,[]
ALLE,[]
KMX,[]
DG,[]
IFRX,[]
FFIN,[]
SAP,[]
HWC,"[{'title': 'How Hancock Whitney (HWC) Is Reframing Its Story Around Profitability Execution And Valuation', 'publisher': 'Simply Wall St.', 'link': 'https://finance.yahoo.com/markets/stocks/articles/hancock-whitney-hwc-reframing-story-001613484.html', 'summary': 'Hancock Whitney’s updated analyst model now points to a Fair Value price target of US$77.67 per share, compared with the prior US$76.44. This marks a modest shift in how equity value is being framed. That move lines up with recent analyst commentary that balances optimism around profitability with caution on execution risk and the range of price targets clustering around levels such as US$81. Read on to see what is driving this evolving narrative and how you can keep track of the key signals...', 'pub_date': '2026-04-27T00:16:13Z', 'formatted_date': '04-27-2026'}]"
HIMS,[]
BC,[]
CCEP,[]
CBC,[]
BIP,[]
BND,[]
MSCI,[]
CRH,[]
Q,[]
DASH,"[{'title': 'DoorDash, Inc. (DASH): Stephen Mandel Opens New Position in Delivery Firm', 'publisher': 'Insider Monkey', 'link': 'https://finance.yahoo.com/markets/stocks/articles/doordash-inc-dash-stephen-mandel-151441089.html', 'summary': 'We just covered Lone Pine’s Non-AI Strategy Falters: 10 Non-AI Stocks Weighing Down Stephen Mandel’s 2026 Returns and DoorDash, Inc. (NASDAQ:DASH) ranks 3rd on this list. DoorDash, Inc. (NASDAQ:DASH) first featured in the 13F portfolio of Lone Pine Capital in the fourth quarter of 2020. Back then, this position comprised 2.2 million shares. By the […]', 'pub_date': '2026-04-29T15:14:41Z', 'formatted_date': '04-29-2026'}]"
ASGN,[]
NESR,[]
TRIP,[]
SNY,[]
MA,[]
MWH,[]
GNW,[]
URGN,[]
IDMO,[]
SHY,"[{'title': ""MoneyMasters Podcast 4-16-26- SP 500 Volatility, Midterms,  the Fed's Next Move"", 'publisher': 'MoneyShow', 'link': 'https://finance.yahoo.com/markets/stocks/articles/moneymasters-podcast-4-16-26-163000991.html', 'summary': 'How do you position yourself in a market defined by relentless volatility and geopolitical instability?', 'pub_date': '2026-04-16T16:30:00Z', 'formatted_date': '04-16-2026'}]"
CVE,[]
GOVT,[]
HASI,[]
CBOE,[]
META,[]
PHK,[]
HCAT,[]
STZ,[]
HPP,[]
ROIV,"[{'title': 'Roivant Sciences Ltd. (ROIV): One of the Best Stocks to Buy According to Joe Edelman', 'publisher': 'Insider Monkey', 'link': 'https://finance.yahoo.com/markets/stocks/articles/roivant-sciences-ltd-roiv-one-211550074.html', 'summary': 'We just covered the Billionaire Joe Edelman’s 10 Stock Picks with Huge Upside Potential and Roivant Sciences Ltd. (NASDAQ:ROIV) ranks 8th on this list. Roivant Sciences Ltd. (NASDAQ:ROIV) recently won a major legal battle. In March, Roivant’s subsidiaries, Genevant and Arbutus, reached a $2.25 billion global settlement with Moderna over a COVID-19 vaccine patent. This […]', 'pub_date': '2026-04-27T21:15:50Z', 'formatted_date': '04-27-2026'}]"
KLAC,[]
BBT,[]
CBRL,[]
WHR,[]
KRG,[]
GD,[]
EFX,[]
JBGS,[]
BSX,[]
